series_id,nama_kabupaten_kota,periode_update,kategori,jumlah
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2024-03-01,Beras Premium,14431.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2024-04-01,Beras Premium,14033.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2024-05-01,Beras Premium,14160.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2024-06-01,Beras Premium,13871.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2024-07-01,Beras Premium,13833.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2024-08-01,Beras Premium,14000.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2024-09-01,Beras Premium,13842.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2024-10-01,Beras Premium,14185.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2024-11-01,Beras Premium,14040.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2024-12-01,Beras Premium,14300.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2025-01-01,Beras Premium,13828.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2025-02-01,Beras Premium,14064.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2025-03-01,Beras Premium,14212.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2025-04-01,Beras Premium,14151.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2025-05-01,Beras Premium,13955.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2025-06-01,Beras Premium,14160.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2025-07-01,Beras Premium,14240.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2025-08-01,Beras Premium,16000.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2025-09-01,Beras Premium,16000.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2025-10-01,Beras Premium,16000.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2025-11-01,Beras Premium,16000.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2025-12-01,Beras Premium,15000.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2026-01-01,Beras Premium,15000.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2026-02-01,Beras Premium,15000.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2026-03-01,Beras Premium,15350.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2026-04-01,Beras Premium,14850.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2026-05-01,Beras Premium,14850.0
Kabupaten Sidoarjo | Beras Premium,Kabupaten Sidoarjo,2026-06-01,Beras Premium,14850.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2020-01-01,Jagung Pipil Kering,4900.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2020-02-01,Jagung Pipil Kering,4900.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2020-03-01,Jagung Pipil Kering,4900.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2020-04-01,Jagung Pipil Kering,4900.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2020-05-01,Jagung Pipil Kering,4900.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2020-06-01,Jagung Pipil Kering,4900.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2020-07-01,Jagung Pipil Kering,4900.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2020-08-01,Jagung Pipil Kering,4900.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2020-09-01,Jagung Pipil Kering,4900.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2020-10-01,Jagung Pipil Kering,3000.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2020-11-01,Jagung Pipil Kering,3000.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2020-12-01,Jagung Pipil Kering,3500.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2021-01-01,Jagung Pipil Kering,4000.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2021-02-01,Jagung Pipil Kering,4000.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2021-03-01,Jagung Pipil Kering,6000.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2021-04-01,Jagung Pipil Kering,5785.714285714285
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2021-05-01,Jagung Pipil Kering,5571.428571428572
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2021-06-01,Jagung Pipil Kering,5357.142857142857
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2021-07-01,Jagung Pipil Kering,5142.857142857143
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2021-08-01,Jagung Pipil Kering,4928.571428571428
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2021-09-01,Jagung Pipil Kering,4714.285714285714
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2021-10-01,Jagung Pipil Kering,4500.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2021-11-01,Jagung Pipil Kering,4545.833333333333
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2021-12-01,Jagung Pipil Kering,4591.666666666667
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2022-01-01,Jagung Pipil Kering,4637.5
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2022-02-01,Jagung Pipil Kering,4683.333333333333
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2022-03-01,Jagung Pipil Kering,4729.166666666667
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2022-04-01,Jagung Pipil Kering,4775.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2022-05-01,Jagung Pipil Kering,5075.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2022-06-01,Jagung Pipil Kering,5625.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2022-07-01,Jagung Pipil Kering,4619.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2022-08-01,Jagung Pipil Kering,4443.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2022-09-01,Jagung Pipil Kering,4153.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2022-10-01,Jagung Pipil Kering,4800.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2022-11-01,Jagung Pipil Kering,3950.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2022-12-01,Jagung Pipil Kering,3975.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2023-01-01,Jagung Pipil Kering,4000.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2023-02-01,Jagung Pipil Kering,4517.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2023-03-01,Jagung Pipil Kering,4625.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2023-04-01,Jagung Pipil Kering,4867.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2023-05-01,Jagung Pipil Kering,5275.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2023-06-01,Jagung Pipil Kering,5300.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2023-07-01,Jagung Pipil Kering,5200.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2023-08-01,Jagung Pipil Kering,5310.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2023-09-01,Jagung Pipil Kering,5650.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2023-10-01,Jagung Pipil Kering,5800.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2023-11-01,Jagung Pipil Kering,5850.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2023-12-01,Jagung Pipil Kering,5800.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2024-01-01,Jagung Pipil Kering,6000.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2024-02-01,Jagung Pipil Kering,7438.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2024-03-01,Jagung Pipil Kering,6102.5
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2024-04-01,Jagung Pipil Kering,4767.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2024-05-01,Jagung Pipil Kering,4533.5
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2024-06-01,Jagung Pipil Kering,4300.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2024-07-01,Jagung Pipil Kering,4367.875
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2024-08-01,Jagung Pipil Kering,4435.75
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2024-09-01,Jagung Pipil Kering,4503.625
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2024-10-01,Jagung Pipil Kering,4571.5
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2024-11-01,Jagung Pipil Kering,4639.375
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2024-12-01,Jagung Pipil Kering,4707.25
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2025-01-01,Jagung Pipil Kering,4775.125
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2025-02-01,Jagung Pipil Kering,4843.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2025-03-01,Jagung Pipil Kering,4916.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2025-04-01,Jagung Pipil Kering,4774.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2025-05-01,Jagung Pipil Kering,4894.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2025-06-01,Jagung Pipil Kering,4911.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2025-07-01,Jagung Pipil Kering,5000.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2025-08-01,Jagung Pipil Kering,9000.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2025-09-01,Jagung Pipil Kering,9000.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2025-10-01,Jagung Pipil Kering,9500.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2025-11-01,Jagung Pipil Kering,9500.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2025-12-01,Jagung Pipil Kering,9500.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2026-01-01,Jagung Pipil Kering,10000.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2026-02-01,Jagung Pipil Kering,10000.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2026-03-01,Jagung Pipil Kering,10000.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2026-04-01,Jagung Pipil Kering,10000.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2026-05-01,Jagung Pipil Kering,11250.0
Kabupaten Sidoarjo | Jagung Pipil Kering,Kabupaten Sidoarjo,2026-06-01,Jagung Pipil Kering,11250.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2020-01-01,Kedelai,6800.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2020-02-01,Kedelai,6800.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2020-03-01,Kedelai,6800.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2020-04-01,Kedelai,6800.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2020-05-01,Kedelai,6800.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2020-06-01,Kedelai,6800.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2020-07-01,Kedelai,6800.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2020-08-01,Kedelai,6800.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2020-09-01,Kedelai,6966.652173913043
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2020-10-01,Kedelai,7133.304347826087
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2020-11-01,Kedelai,7299.95652173913
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2020-12-01,Kedelai,7466.608695652174
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2021-01-01,Kedelai,7633.260869565217
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2021-02-01,Kedelai,7799.913043478261
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2021-03-01,Kedelai,7966.565217391304
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2021-04-01,Kedelai,8133.217391304348
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2021-05-01,Kedelai,8299.869565217392
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2021-06-01,Kedelai,8466.521739130434
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2021-07-01,Kedelai,8633.173913043478
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2021-08-01,Kedelai,8799.826086956522
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2021-09-01,Kedelai,8966.478260869564
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2021-10-01,Kedelai,9133.130434782608
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2021-11-01,Kedelai,9299.782608695652
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2021-12-01,Kedelai,9466.434782608696
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2022-01-01,Kedelai,9633.08695652174
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2022-02-01,Kedelai,9799.739130434782
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2022-03-01,Kedelai,9966.391304347826
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2022-04-01,Kedelai,10133.04347826087
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2022-05-01,Kedelai,10299.695652173912
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2022-06-01,Kedelai,10466.347826086956
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2022-07-01,Kedelai,10633.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2022-08-01,Kedelai,10775.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2022-09-01,Kedelai,10887.5
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2022-10-01,Kedelai,11000.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2022-11-01,Kedelai,11928.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2022-12-01,Kedelai,11800.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2023-01-01,Kedelai,11333.333333333334
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2023-02-01,Kedelai,10866.666666666666
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2023-03-01,Kedelai,10400.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2023-04-01,Kedelai,9933.333333333334
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2023-05-01,Kedelai,9466.666666666666
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2023-06-01,Kedelai,9000.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2023-07-01,Kedelai,9228.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2023-08-01,Kedelai,9456.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2023-09-01,Kedelai,10000.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2023-10-01,Kedelai,10000.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2023-11-01,Kedelai,10000.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2023-12-01,Kedelai,10000.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2024-01-01,Kedelai,10000.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2024-02-01,Kedelai,9857.142857142857
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2024-03-01,Kedelai,9714.285714285714
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2024-04-01,Kedelai,9571.42857142857
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2024-05-01,Kedelai,9428.57142857143
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2024-06-01,Kedelai,9285.714285714286
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2024-07-01,Kedelai,9142.857142857143
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2024-08-01,Kedelai,9000.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2024-09-01,Kedelai,9043.5
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2024-10-01,Kedelai,9087.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2024-11-01,Kedelai,9130.5
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2024-12-01,Kedelai,9174.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2025-01-01,Kedelai,9217.5
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2025-02-01,Kedelai,9261.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2025-03-01,Kedelai,9139.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2025-04-01,Kedelai,8819.5
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2025-05-01,Kedelai,8500.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2025-06-01,Kedelai,8500.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2025-07-01,Kedelai,8500.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2025-08-01,Kedelai,8500.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2025-09-01,Kedelai,8500.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2025-10-01,Kedelai,8500.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2025-11-01,Kedelai,8500.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2025-12-01,Kedelai,8500.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2026-01-01,Kedelai,8500.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2026-02-01,Kedelai,8500.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2026-03-01,Kedelai,8500.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2026-04-01,Kedelai,8500.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2026-05-01,Kedelai,8500.0
Kabupaten Sidoarjo | Kedelai,Kabupaten Sidoarjo,2026-06-01,Kedelai,8500.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2020-01-01,Beras Medium,9415.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2020-02-01,Beras Medium,9400.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2020-03-01,Beras Medium,9338.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2020-04-01,Beras Medium,9395.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2020-05-01,Beras Medium,9525.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2020-06-01,Beras Medium,9569.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2020-07-01,Beras Medium,9523.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2020-08-01,Beras Medium,9272.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2020-09-01,Beras Medium,9465.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2020-10-01,Beras Medium,9333.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2020-11-01,Beras Medium,9230.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2020-12-01,Beras Medium,9560.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2021-01-01,Beras Medium,9585.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2021-02-01,Beras Medium,9525.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2021-03-01,Beras Medium,9060.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2021-04-01,Beras Medium,9002.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2021-05-01,Beras Medium,9002.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2021-06-01,Beras Medium,9000.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2021-07-01,Beras Medium,8900.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2021-08-01,Beras Medium,8804.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2021-09-01,Beras Medium,8900.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2021-10-01,Beras Medium,8900.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2021-11-01,Beras Medium,8921.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2021-12-01,Beras Medium,9200.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2022-01-01,Beras Medium,9238.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2022-02-01,Beras Medium,9000.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2022-03-01,Beras Medium,9005.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2022-04-01,Beras Medium,8932.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2022-05-01,Beras Medium,9033.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2022-06-01,Beras Medium,8945.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2022-07-01,Beras Medium,8965.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2022-08-01,Beras Medium,9075.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2022-09-01,Beras Medium,9335.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2022-10-01,Beras Medium,9480.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2022-11-01,Beras Medium,9813.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2022-12-01,Beras Medium,9800.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2023-01-01,Beras Medium,9800.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2023-02-01,Beras Medium,10217.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2023-03-01,Beras Medium,10333.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2023-04-01,Beras Medium,10500.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2023-05-01,Beras Medium,10521.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2023-06-01,Beras Medium,10850.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2023-07-01,Beras Medium,10600.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2023-08-01,Beras Medium,10883.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2023-09-01,Beras Medium,11770.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2023-10-01,Beras Medium,12328.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2023-11-01,Beras Medium,12500.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2023-12-01,Beras Medium,12500.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2024-01-01,Beras Medium,12675.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2024-02-01,Beras Medium,13600.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2024-03-01,Beras Medium,13515.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2024-04-01,Beras Medium,12063.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2024-05-01,Beras Medium,11773.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2024-06-01,Beras Medium,12800.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2024-07-01,Beras Medium,12807.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2024-08-01,Beras Medium,13000.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2024-09-01,Beras Medium,13000.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2024-10-01,Beras Medium,13088.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2024-11-01,Beras Medium,13000.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2024-12-01,Beras Medium,13000.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2025-01-01,Beras Medium,12915.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2025-02-01,Beras Medium,12961.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2025-03-01,Beras Medium,13150.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2025-04-01,Beras Medium,13194.0
Kabupaten Situbondo | Beras Medium,Kabupaten Situbondo,2025-05-01,Beras Medium,13000.0
