series_id,nama_kabupaten_kota,periode_update,kategori,jumlah
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2021-10-01,Kedelai,8311.111111111111
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2021-11-01,Kedelai,8500.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2021-12-01,Kedelai,8500.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2022-01-01,Kedelai,8714.285714285714
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2022-02-01,Kedelai,8928.57142857143
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2022-03-01,Kedelai,9142.857142857143
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2022-04-01,Kedelai,9357.142857142857
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2022-05-01,Kedelai,9571.42857142857
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2022-06-01,Kedelai,9785.714285714286
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2022-07-01,Kedelai,10000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2022-08-01,Kedelai,10000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2022-09-01,Kedelai,10000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2022-10-01,Kedelai,10000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2022-11-01,Kedelai,9566.666666666666
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2022-12-01,Kedelai,9133.333333333334
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2023-01-01,Kedelai,8700.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2023-02-01,Kedelai,8700.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2023-03-01,Kedelai,8700.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2023-04-01,Kedelai,8853.333333333334
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2023-05-01,Kedelai,9006.666666666666
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2023-06-01,Kedelai,9160.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2023-07-01,Kedelai,9313.333333333334
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2023-08-01,Kedelai,9466.666666666666
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2023-09-01,Kedelai,9620.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2023-10-01,Kedelai,9773.333333333334
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2023-11-01,Kedelai,9926.666666666666
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2023-12-01,Kedelai,10080.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2024-01-01,Kedelai,10233.333333333334
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2024-02-01,Kedelai,10386.666666666666
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2024-03-01,Kedelai,10540.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2024-04-01,Kedelai,10693.333333333334
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2024-05-01,Kedelai,10846.666666666668
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2024-06-01,Kedelai,11000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2024-07-01,Kedelai,11000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2024-08-01,Kedelai,11000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2024-09-01,Kedelai,11000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2024-10-01,Kedelai,11000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2024-11-01,Kedelai,11000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2024-12-01,Kedelai,11000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2025-01-01,Kedelai,11000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2025-02-01,Kedelai,11000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2025-03-01,Kedelai,11000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2025-04-01,Kedelai,11000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2025-05-01,Kedelai,11000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2025-06-01,Kedelai,11000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2025-07-01,Kedelai,11000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2025-08-01,Kedelai,11000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2025-09-01,Kedelai,11000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2025-10-01,Kedelai,11000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2025-11-01,Kedelai,11000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2025-12-01,Kedelai,11000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2026-01-01,Kedelai,11000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2026-02-01,Kedelai,11000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2026-03-01,Kedelai,11000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2026-04-01,Kedelai,11000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2026-05-01,Kedelai,11000.0
Kabupaten Jombang | Kedelai,Kabupaten Jombang,2026-06-01,Kedelai,11000.0
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2020-01-01,Beras Medium,8704.0
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2020-02-01,Beras Medium,8770.597014925374
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2020-03-01,Beras Medium,8837.194029850747
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2020-04-01,Beras Medium,8903.791044776119
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2020-05-01,Beras Medium,8970.388059701492
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2020-06-01,Beras Medium,9036.985074626866
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2020-07-01,Beras Medium,9103.58208955224
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2020-08-01,Beras Medium,9170.179104477613
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2020-09-01,Beras Medium,9236.776119402984
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2020-10-01,Beras Medium,9303.373134328358
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2020-11-01,Beras Medium,9369.970149253732
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2020-12-01,Beras Medium,9436.567164179105
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2021-01-01,Beras Medium,9503.164179104479
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2021-02-01,Beras Medium,9569.76119402985
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2021-03-01,Beras Medium,9636.358208955224
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2021-04-01,Beras Medium,9702.955223880597
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2021-05-01,Beras Medium,9769.55223880597
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2021-06-01,Beras Medium,9836.149253731342
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2021-07-01,Beras Medium,9902.746268656716
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2021-08-01,Beras Medium,9969.34328358209
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2021-09-01,Beras Medium,10035.940298507463
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2021-10-01,Beras Medium,10102.537313432837
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2021-11-01,Beras Medium,10169.134328358208
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2021-12-01,Beras Medium,10235.731343283582
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2022-01-01,Beras Medium,10302.328358208955
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2022-02-01,Beras Medium,10368.925373134329
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2022-03-01,Beras Medium,10435.5223880597
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2022-04-01,Beras Medium,10502.119402985074
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2022-05-01,Beras Medium,10568.716417910447
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2022-06-01,Beras Medium,10635.313432835821
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2022-07-01,Beras Medium,10701.910447761195
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2022-08-01,Beras Medium,10768.507462686568
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2022-09-01,Beras Medium,10835.10447761194
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2022-10-01,Beras Medium,10901.701492537313
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2022-11-01,Beras Medium,10968.298507462687
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2022-12-01,Beras Medium,11034.895522388058
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2023-01-01,Beras Medium,11101.492537313432
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2023-02-01,Beras Medium,11168.089552238805
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2023-03-01,Beras Medium,11234.686567164179
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2023-04-01,Beras Medium,11301.283582089553
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2023-05-01,Beras Medium,11367.880597014926
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2023-06-01,Beras Medium,11434.477611940298
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2023-07-01,Beras Medium,11501.074626865671
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2023-08-01,Beras Medium,11567.671641791045
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2023-09-01,Beras Medium,11634.268656716418
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2023-10-01,Beras Medium,11700.86567164179
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2023-11-01,Beras Medium,11767.462686567163
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2023-12-01,Beras Medium,11834.059701492537
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2024-01-01,Beras Medium,11900.65671641791
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2024-02-01,Beras Medium,11967.253731343284
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2024-03-01,Beras Medium,12033.850746268658
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2024-04-01,Beras Medium,12100.44776119403
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2024-05-01,Beras Medium,12167.044776119403
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2024-06-01,Beras Medium,12233.641791044776
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2024-07-01,Beras Medium,12300.238805970148
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2024-08-01,Beras Medium,12366.835820895521
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2024-09-01,Beras Medium,12433.432835820895
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2024-10-01,Beras Medium,12500.029850746268
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2024-11-01,Beras Medium,12566.626865671642
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2024-12-01,Beras Medium,12633.223880597016
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2025-01-01,Beras Medium,12699.820895522387
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2025-02-01,Beras Medium,12766.41791044776
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2025-03-01,Beras Medium,12833.014925373134
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2025-04-01,Beras Medium,12899.611940298506
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2025-05-01,Beras Medium,12966.20895522388
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2025-06-01,Beras Medium,13032.805970149253
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2025-07-01,Beras Medium,13099.402985074626
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2025-08-01,Beras Medium,13166.0
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2025-09-01,Beras Medium,13166.0
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2025-10-01,Beras Medium,13166.0
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2025-11-01,Beras Medium,13200.0
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2025-12-01,Beras Medium,13133.0
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2026-01-01,Beras Medium,13133.0
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2026-02-01,Beras Medium,13133.0
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2026-03-01,Beras Medium,13133.0
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2026-04-01,Beras Medium,13133.0
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2026-05-01,Beras Medium,13133.0
Kabupaten Kediri | Beras Medium,Kabupaten Kediri,2026-06-01,Beras Medium,13133.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2020-01-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2020-02-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2020-03-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2020-04-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2020-05-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2020-06-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2020-07-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2020-08-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2020-09-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2020-10-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2020-11-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2020-12-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2021-01-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2021-02-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2021-03-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2021-04-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2021-05-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2021-06-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2021-07-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2021-08-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2021-09-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2021-10-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2021-11-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2021-12-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2022-01-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2022-02-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2022-03-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2022-04-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2022-05-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2022-06-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2022-07-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2022-08-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2022-09-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2022-10-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2022-11-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2022-12-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2023-01-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2023-02-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2023-03-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2023-04-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2023-05-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2023-06-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2023-07-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2023-08-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2023-09-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2023-10-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2023-11-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2023-12-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2024-01-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2024-02-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2024-03-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2024-04-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2024-05-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2024-06-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2024-07-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2024-08-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2024-09-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2024-10-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2024-11-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2024-12-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2025-01-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2025-02-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2025-03-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2025-04-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2025-05-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2025-06-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2025-07-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2025-08-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2025-09-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2025-10-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2025-11-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2025-12-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2026-01-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2026-02-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2026-03-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2026-04-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2026-05-01,Beras Premium,14500.0
Kabupaten Kediri | Beras Premium,Kabupaten Kediri,2026-06-01,Beras Premium,14500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2020-01-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2020-02-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2020-03-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2020-04-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2020-05-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2020-06-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2020-07-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2020-08-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2020-09-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2020-10-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2020-11-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2020-12-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2021-01-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2021-02-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2021-03-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2021-04-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2021-05-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2021-06-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2021-07-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2021-08-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2021-09-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2021-10-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2021-11-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2021-12-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2022-01-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2022-02-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2022-03-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2022-04-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2022-05-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2022-06-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2022-07-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2022-08-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2022-09-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2022-10-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2022-11-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2022-12-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2023-01-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2023-02-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2023-03-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2023-04-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2023-05-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2023-06-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2023-07-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2023-08-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2023-09-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2023-10-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2023-11-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2023-12-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2024-01-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2024-02-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2024-03-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2024-04-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2024-05-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2024-06-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2024-07-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2024-08-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2024-09-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2024-10-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2024-11-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2024-12-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2025-01-01,Jagung Pipil Kering,6500.0
Kabupaten Kediri | Jagung Pipil Kering,Kabupaten Kediri,2025-02-01,Jagung Pipil Kering,6500.0
